Type,Country,Year,Value,Unit
coal-lignite,Russia,2012,231.77299999999997,Mt
coal-lignite,Russia,2013,207.26065384652662,Mt
coal-lignite,Russia,2014,199.126,Mt
coal-lignite,Russia,2015,221.92299999999997,Mt
coal-lignite,Russia,2016,215.08999999999995,Mt
coal-lignite,Russia,2017,214.25810499999997,Mt
coal-lignite,Russia,2018,239.06628600000002,Mt
coal-lignite,Russia,2019,235.04262160420117,Mt
coal-lignite,Russia,2020,224.66886629539977,Mt
coal-lignite,Russia,2021,234.57853703461535,Mt
coal-lignite,Russia,2022,233.64175003461528,Mt
coal-lignite,Russia,1990,388.194,Mt
coal-lignite,Russia,1991,365.58,Mt
coal-lignite,Russia,2023,232.92335067447124,Mt
coal-lignite,Russia,2024,228.73073036233075,Mt
coal-lignite,Saudi Arabia,1990,0.0,Mt
coal-lignite,Saudi Arabia,1991,0.0,Mt
coal-lignite,Saudi Arabia,1992,0.0,Mt
coal-lignite,Saudi Arabia,1993,0.0,Mt
coal-lignite,Saudi Arabia,1994,0.0,Mt
coal-lignite,Saudi Arabia,1995,0.0,Mt
coal-lignite,Saudi Arabia,1996,0.0,Mt
coal-lignite,Saudi Arabia,1997,0.0,Mt
coal-lignite,Saudi Arabia,1998,0.0,Mt
coal-lignite,Saudi Arabia,1999,0.0,Mt
coal-lignite,Saudi Arabia,2000,0.0,Mt
coal-lignite,Saudi Arabia,2001,0.0,Mt
coal-lignite,Saudi Arabia,2002,0.0,Mt
coal-lignite,Saudi Arabia,2003,0.0,Mt
coal-lignite,Saudi Arabia,2004,0.0,Mt
coal-lignite,Saudi Arabia,2005,0.0,Mt
coal-lignite,Saudi Arabia,2006,0.0,Mt
coal-lignite,Saudi Arabia,2007,0.0,Mt
coal-lignite,Saudi Arabia,2008,0.0,Mt
coal-lignite,Saudi Arabia,2009,0.0,Mt
coal-lignite,Saudi Arabia,2010,0.0,Mt
coal-lignite,Saudi Arabia,2011,0.0,Mt
coal-lignite,Saudi Arabia,2012,0.0,Mt
coal-lignite,Saudi Arabia,2013,0.0,Mt
coal-lignite,Saudi Arabia,2014,0.0,Mt
coal-lignite,Saudi Arabia,2015,0.0,Mt
coal-lignite,Saudi Arabia,2016,0.13654000000000002,Mt
coal-lignite,Saudi Arabia,2017,0.20593000000000003,Mt
coal-lignite,Saudi Arabia,2018,0.18108000000000002,Mt
coal-lignite,Saudi Arabia,2019,0.19256,Mt
coal-lignite,Saudi Arabia,2020,0.16255,Mt
coal-lignite,Saudi Arabia,2021,0.19849000000000003,Mt
coal-lignite,Saudi Arabia,2022,0.192825,Mt
coal-lignite,Saudi Arabia,2023,0.192825,Mt
coal-lignite,Saudi Arabia,2024,0.192825,Mt
coal-lignite,Singapore,1990,0.034,Mt
coal-lignite,Singapore,1991,0.02,Mt
coal-lignite,Singapore,1992,0.028,Mt
coal-lignite,Singapore,1993,0.031,Mt
coal-lignite,Singapore,1994,0.037,Mt
coal-lignite,Singapore,1995,0.018000000000000002,Mt
coal-lignite,Singapore,1996,0.001,Mt
coal-lignite,Singapore,1997,0.0,Mt
coal-lignite,Singapore,1998,0.0,Mt
coal-lignite,Singapore,1999,0.0,Mt
coal-lignite,Singapore,2000,0.0,Mt
coal-lignite,Singapore,2001,0.0,Mt
coal-lignite,Singapore,2002,0.0,Mt
coal-lignite,Singapore,2003,0.012400000000000001,Mt
coal-lignite,Singapore,2004,0.0089,Mt
coal-lignite,Singapore,2005,0.003,Mt
coal-lignite,Singapore,2006,0.007,Mt
coal-lignite,Singapore,2007,0.012400000000000001,Mt
coal-lignite,Singapore,2008,0.0064,Mt
coal-lignite,Singapore,2009,0.010658472054263,Mt
coal-lignite,Singapore,2010,0.020456369999999002,Mt
coal-lignite,Singapore,2011,0.012961701999999001,Mt
coal-lignite,Singapore,2012,0.0403709,Mt
coal-lignite,Singapore,2013,0.429460357,Mt
coal-lignite,Singapore,2014,0.6321716890000001,Mt
coal-lignite,Singapore,2015,0.660141985,Mt
coal-lignite,Singapore,2016,0.6913480620000001,Mt
coal-lignite,Singapore,2017,1.457586434193798,Mt
coal-lignite,Singapore,2018,0.7747213175038761,Mt
coal-lignite,Singapore,2019,0.743112791,Mt
coal-lignite,Singapore,2020,0.7028294572403101,Mt
coal-lignite,Singapore,2021,0.75302,Mt
coal-lignite,Singapore,2022,0.952857,Mt
coal-lignite,Singapore,2023,0.5443,Mt
coal-lignite,Singapore,2024,0.5459400000000001,Mt
coal-lignite,South Africa,1990,134.065,Mt
coal-lignite,South Africa,1991,131.241,Mt
coal-lignite,South Africa,1992,134.86083333333335,Mt
coal-lignite,South Africa,1993,135.14684810225472,Mt
coal-lignite,South Africa,1994,139.92088760660567,Mt
coal-lignite,South Africa,1995,148.64793040344844,Mt
coal-lignite,South Africa,1996,147.69019706492645,Mt
coal-lignite,South Africa,1997,148.53835715264574,Mt
coal-lignite,South Africa,1998,158.25136184210527,Mt
coal-lignite,South Africa,1999,148.53717105263158,Mt
coal-lignite,South Africa,2000,152.7288092105263,Mt
coal-lignite,South Africa,2001,166.95028947368422,Mt
coal-lignite,South Africa,2002,173.63040789473686,Mt
coal-lignite,South Africa,2003,174.677826754386,Mt
coal-lignite,South Africa,2004,182.36,Mt
coal-lignite,South Africa,2005,179.117,Mt
coal-lignite,South Africa,2006,181.17,Mt
coal-lignite,South Africa,2007,186.25000000000003,Mt
coal-lignite,South Africa,2008,201.077,Mt
coal-lignite,South Africa,2009,198.06,Mt
coal-lignite,South Africa,2010,193.378,Mt
coal-lignite,South Africa,2011,182.391,Mt
coal-lignite,South Africa,2012,190.148,Mt
coal-lignite,South Africa,2013,192.461,Mt
coal-lignite,South Africa,2014,199.625,Mt
coal-lignite,South Africa,2015,185.683,Mt
coal-lignite,South Africa,2016,191.441,Mt
coal-lignite,South Africa,2017,188.512,Mt
coal-lignite,South Africa,2018,190.559312,Mt
coal-lignite,South Africa,2019,196.660812,Mt
coal-lignite,South Africa,2020,190.08284099999997,Mt
coal-lignite,South Africa,2021,184.96365199999997,Mt
coal-lignite,South Africa,2022,174.967961,Mt
coal-lignite,South Africa,2023,166.473084775883,Mt
coal-lignite,South Africa,2024,177.60474835342643,Mt
coal-lignite,South Korea,1990,46.27303461534734,Mt
coal-lignite,South Korea,1991,46.288,Mt
coal-lignite,South Korea,1992,43.10999949095078,Mt
coal-lignite,South Korea,1993,46.01203461534734,Mt
coal-lignite,South Korea,1994,46.773,Mt
coal-lignite,South Korea,1995,47.69199949095077,Mt
coal-lignite,South Korea,1996,54.54399949095078,Mt
coal-lignite,South Korea,1997,57.52603512439657,Mt
coal-lignite,South Korea,1998,59.22803512439656,Mt
coal-lignite,South Korea,1999,62.50693076930532,Mt
coal-lignite,South Korea,2000,70.02193076930531,Mt
coal-lignite,South Korea,2001,74.306,Mt
coal-lignite,South Korea,2002,79.04,Mt
coal-lignite,South Korea,2003,82.07893026025609,Mt
coal-lignite,South Korea,2004,86.70096538465265,Mt
coal-lignite,South Korea,2005,88.06506973974389,Mt
coal-lignite,South Korea,2006,91.1599302602561,Mt
coal-lignite,South Korea,2007,97.902,Mt
coal-lignite,South Korea,2008,108.69303461534733,Mt
coal-lignite,South Korea,2009,113.16503512439657,Mt
coal-lignite,South Korea,2010,126.3010697397439,Mt
coal-lignite,South Korea,2011,136.68396538465262,Mt
coal-lignite,South Korea,2012,133.537,Mt
coal-lignite,South Korea,2013,133.37,Mt
coal-lignite,South Korea,2014,136.97806923069467,Mt
coal-lignite,South Korea,2015,139.41096538465266,Mt
coal-lignite,South Korea,2016,133.88103461534735,Mt
coal-lignite,South Korea,2017,145.09519393026025,Mt
coal-lignite,South Korea,2018,148.077922,Mt
coal-lignite,South Korea,2019,138.56468600000002,Mt
coal-lignite,South Korea,2020,121.9335930351244,Mt
coal-lignite,South Korea,2021,122.596452,Mt
coal-lignite,South Korea,2022,115.45633603512441,Mt
coal-lignite,South Korea,2023,111.81619948766257,Mt
coal-lignite,South Korea,2024,104.67040703353248,Mt
coal-lignite,Spain,1990,47.563,Mt
coal-lignite,Spain,1991,47.71999999999999,Mt
coal-lignite,Spain,1992,47.22200000000001,Mt
coal-lignite,Spain,1993,44.527,Mt
coal-lignite,Spain,1994,43.196,Mt
coal-lignite,Spain,1995,43.395,Mt
coal-lignite,Spain,1996,37.04599999999999,Mt
coal-lignite,Spain,1997,40.967,Mt
coal-lignite,Spain,1998,39.519,Mt
coal-lignite,Spain,1999,43.398,Mt
coal-lignite,Spain,2000,45.73599999999999,Mt
coal-lignite,Spain,2001,41.613,Mt
coal-lignite,Spain,2002,45.908,Mt
coal-lignite,Spain,2003,42.48663231884057,Mt
coal-lignite,Spain,2004,44.67399999999999,Mt
coal-lignite,Spain,2005,43.898,Mt
coal-lignite,Spain,2006,38.815999999999995,Mt
coal-lignite,Spain,2007,41.489000000000004,Mt
coal-lignite,Spain,2008,25.661,Mt
coal-lignite,Spain,2009,18.732999999999997,Mt
coal-lignite,Spain,2010,14.511,Mt
coal-lignite,Spain,2011,24.694,Mt
coal-lignite,Spain,2012,28.449000000000005,Mt
coal-lignite,Spain,2013,21.150000000000002,Mt
coal-lignite,Spain,2014,23.078000000000003,Mt
coal-lignite,Spain,2015,26.057999999999996,Mt
coal-lignite,Spain,2016,19.825000000000003,Mt
coal-lignite,Spain,2017,24.068999999999996,Mt
coal-lignite,Spain,2018,20.887,Mt
coal-lignite,Spain,2019,8.955,Mt
coal-lignite,Spain,2020,4.963,Mt
coal-lignite,Spain,2021,5.175238,Mt
coal-lignite,Spain,2022,6.194441834471301,Mt
coal-lignite,Spain,2023,4.24926293937786,Mt
coal-lignite,Spain,2024,3.724106855768308,Mt
coal-lignite,Sweden,1990,4.878,Mt
coal-lignite,Sweden,1991,4.906000000000001,Mt
coal-lignite,Sweden,1992,4.577000000000001,Mt
coal-lignite,Sweden,1993,4.653999999999999,Mt
coal-lignite,Sweden,1994,4.694,Mt
coal-lignite,Sweden,1995,4.734,Mt
coal-lignite,Sweden,1996,5.173,Mt
coal-lignite,Sweden,1997,4.412,Mt
coal-lignite,Sweden,1998,4.462,Mt
coal-lignite,Sweden,1999,4.187,Mt
coal-lignite,Sweden,2000,4.166,Mt
coal-lignite,Sweden,2001,4.554999999999999,Mt
coal-lignite,Sweden,2002,5.009,Mt
coal-lignite,Sweden,2003,4.922,Mt
coal-lignite,Sweden,2004,5.097,Mt
coal-lignite,Sweden,2005,4.563,Mt
coal-lignite,Sweden,2006,4.899,Mt
coal-lignite,Sweden,2007,4.610585757055683,Mt
coal-lignite,Sweden,2008,4.775800833333333,Mt
coal-lignite,Sweden,2009,3.513510076754385,Mt
coal-lignite,Sweden,2010,4.6379853585049595,Mt
coal-lignite,Sweden,2011,4.183278319031275,Mt
coal-lignite,Sweden,2012,3.530678422482838,Mt
coal-lignite,Sweden,2013,3.565697408943554,Mt
coal-lignite,Sweden,2014,3.248284415045766,Mt
coal-lignite,Sweden,2015,3.17632394546148,Mt
coal-lignite,Sweden,2016,3.14006247139588,Mt
coal-lignite,Sweden,2017,3.1194793764302062,Mt
coal-lignite,Sweden,2018,3.225051895499618,Mt
coal-lignite,Sweden,2019,3.082663810068649,Mt
coal-lignite,Sweden,2020,2.445999999999999,Mt
coal-lignite,Sweden,2021,2.501968388157895,Mt
coal-lignite,Sweden,2022,2.3627915064836,Mt
coal-lignite,Sweden,2023,2.383484131388253,Mt
coal-lignite,Sweden,2024,2.37315707709281,Mt
coal-lignite,Taiwan,1990,17.30903461534734,Mt
coal-lignite,Taiwan,1991,19.0149302602561,Mt
coal-lignite,Taiwan,1992,21.930964875603436,Mt
coal-lignite,Taiwan,1993,23.945930769305324,Mt
coal-lignite,Taiwan,1994,25.088034615347336,Mt
coal-lignite,Taiwan,1995,25.924965384652662,Mt
coal-lignite,Taiwan,1996,29.634035124396565,Mt
coal-lignite,Taiwan,1997,33.89096487560344,Mt
coal-lignite,Taiwan,1998,36.70303512439656,Mt
coal-lignite,Taiwan,1999,39.236035124396565,Mt
coal-lignite,Taiwan,2000,45.78503410629811,Mt
coal-lignite,Taiwan,2001,49.27203512439657,Mt
coal-lignite,Taiwan,2002,52.294964875603426,Mt
coal-lignite,Taiwan,2003,56.714964875603435,Mt
coal-lignite,Taiwan,2004,58.43699949095078,Mt
coal-lignite,Taiwan,2005,60.611035124396565,Mt
coal-lignite,Taiwan,2006,63.29896538465266,Mt
coal-lignite,Taiwan,2007,65.99696487560344,Mt
coal-lignite,Taiwan,2008,63.50596487560344,Mt
coal-lignite,Taiwan,2009,61.08396487560344,Mt
coal-lignite,Taiwan,2010,64.11596487560344,Mt
coal-lignite,Taiwan,2011,68.35803410629812,Mt
coal-lignite,Taiwan,2012,68.17703461534734,Mt
coal-lignite,Taiwan,2013,68.95700050904922,Mt
coal-lignite,Taiwan,2014,69.21496487560344,Mt
coal-lignite,Taiwan,2015,66.112,Mt
coal-lignite,Taiwan,2016,67.48103461534734,Mt
coal-lignite,Taiwan,2017,68.9698710351244,Mt
coal-lignite,Taiwan,2018,67.38032296538465,Mt
coal-lignite,Taiwan,2019,64.51305403512438,Mt
coal-lignite,Taiwan,2020,63.377427964875594,Mt
coal-lignite,Taiwan,2021,65.45436999949095,Mt
coal-lignite,Taiwan,2022,61.23938400000001,Mt
coal-lignite,Taiwan,2023,58.08323765955439,Mt
coal-lignite,Taiwan,2024,55.40833266301488,Mt
coal-lignite,Thailand,1990,12.783,Mt
coal-lignite,Thailand,1991,15.067,Mt
coal-lignite,Thailand,1992,16.083,Mt
coal-lignite,Thailand,1993,16.807,Mt
coal-lignite,Thailand,1994,18.607,Mt
coal-lignite,Thailand,1995,20.925,Mt
coal-lignite,Thailand,1996,25.016,Mt
coal-lignite,Thailand,1997,26.025,Mt
coal-lignite,Thailand,1998,22.375,Mt
coal-lignite,Thailand,1999,22.881,Mt
coal-lignite,Thailand,2000,23.304,Mt
coal-lignite,Thailand,2001,26.717,Mt
coal-lignite,Thailand,2002,26.518,Mt
coal-lignite,Thailand,2003,26.789,Mt
coal-lignite,Thailand,2004,30.287,Mt
coal-lignite,Thailand,2005,29.594,Mt
coal-lignite,Thailand,2006,30.008,Mt
coal-lignite,Thailand,2007,32.235,Mt
coal-lignite,Thailand,2008,34.429,Mt
coal-lignite,Thailand,2009,32.814,Mt
coal-lignite,Thailand,2010,34.193,Mt
coal-lignite,Thailand,2011,36.883,Mt
coal-lignite,Thailand,2012,36.216,Mt
coal-lignite,Thailand,2013,37.673,Mt
coal-lignite,Thailand,2014,36.122,Mt
coal-lignite,Thailand,2015,35.929,Mt
coal-lignite,Thailand,2016,34.582,Mt
coal-lignite,Thailand,2017,35.759001000000005,Mt
coal-lignite,Thailand,2018,31.677,Mt
coal-lignite,Thailand,2019,31.602,Mt
coal-lignite,Thailand,2020,32.681,Mt
coal-lignite,Thailand,2021,30.362,Mt
coal-lignite,Thailand,2022,32.926,Mt
coal-lignite,Thailand,2023,28.406710878203114,Mt
coal-lignite,Thailand,2024,27.258777538011344,Mt
coal-lignite,Turkiye,1990,54.45199999999999,Mt
coal-lignite,Turkiye,1991,57.877,Mt
coal-lignite,Turkiye,1992,59.828,Mt
coal-lignite,Turkiye,1993,54.862,Mt
coal-lignite,Turkiye,1994,59.493,Mt
coal-lignite,Turkiye,1995,61.089,Mt
coal-lignite,Turkiye,1996,66.479,Mt
coal-lignite,Turkiye,1997,72.661,Mt
coal-lignite,Turkiye,1998,78.256,Mt
coal-lignite,Turkiye,1999,75.898,Mt
coal-lignite,Turkiye,2000,80.555,Mt
coal-lignite,Turkiye,2001,72.809,Mt
coal-lignite,Turkiye,2002,66.426,Mt
coal-lignite,Turkiye,2003,64.451,Mt
coal-lignite,Turkiye,2004,64.787,Mt
coal-lignite,Turkiye,2005,77.259,Mt
coal-lignite,Turkiye,2006,84.161,Mt
coal-lignite,Turkiye,2007,98.93299999999998,Mt
coal-lignite,Turkiye,2008,98.79493769260105,Mt
coal-lignite,Turkiye,2009,100.4789376926011,Mt
coal-lignite,Turkiye,2010,94.936,Mt
coal-lignite,Turkiye,2011,100.891,Mt
coal-lignite,Turkiye,2012,99.119,Mt
coal-lignite,Turkiye,2013,84.415,Mt
coal-lignite,Turkiye,2014,96.829,Mt
coal-lignite,Turkiye,2015,92.60500000000002,Mt
coal-lignite,Turkiye,2016,106.832,Mt
coal-lignite,Turkiye,2017,112.41679699999999,Mt
coal-lignite,Turkiye,2018,122.27344599999998,Mt
coal-lignite,Turkiye,2019,124.68011600000001,Mt
coal-lignite,Turkiye,2020,113.219902,Mt
coal-lignite,Turkiye,2021,125.60747230795576,Mt
coal-lignite,Turkiye,2022,129.50340315217153,Mt
coal-lignite,Turkiye,2023,106.7821492652269,Mt
coal-lignite,Turkiye,2024,118.87816212787655,Mt
coal-lignite,United Arab Emirates,1990,0.0,Mt
coal-lignite,United Arab Emirates,1991,0.0,Mt
coal-lignite,United Arab Emirates,1992,0.0,Mt
coal-lignite,United Arab Emirates,1993,0.0,Mt
coal-lignite,United Arab Emirates,1994,0.0,Mt
coal-lignite,United Arab Emirates,1995,0.0,Mt
coal-lignite,United Arab Emirates,1996,0.0,Mt
coal-lignite,United Arab Emirates,1997,0.0,Mt
coal-lignite,United Arab Emirates,1998,0.0,Mt
coal-lignite,United Arab Emirates,1999,0.0,Mt
coal-lignite,United Arab Emirates,2000,0.0,Mt
coal-lignite,United Arab Emirates,2001,0.03,Mt
coal-lignite,United Arab Emirates,2002,0.153,Mt
coal-lignite,United Arab Emirates,2003,0.18,Mt
coal-lignite,United Arab Emirates,2004,0.20400000000000001,Mt
coal-lignite,United Arab Emirates,2005,0.23600000000000002,Mt
coal-lignite,United Arab Emirates,2006,0.457,Mt
coal-lignite,United Arab Emirates,2007,0.22,Mt
coal-lignite,United Arab Emirates,2008,0.5888,Mt
coal-lignite,United Arab Emirates,2009,0.40942,Mt
coal-lignite,United Arab Emirates,2010,0.9728100000000001,Mt
coal-lignite,United Arab Emirates,2011,0.6589700000000001,Mt
coal-lignite,United Arab Emirates,2012,2.094337,Mt
coal-lignite,United Arab Emirates,2013,2.6596515,Mt
coal-lignite,United Arab Emirates,2014,2.942044,Mt
coal-lignite,United Arab Emirates,2015,2.5806664,Mt
coal-lignite,United Arab Emirates,2016,2.783829,Mt
coal-lignite,United Arab Emirates,2017,3.214480999999999,Mt
coal-lignite,United Arab Emirates,2018,2.896927,Mt
coal-lignite,United Arab Emirates,2019,2.6751300000000002,Mt
coal-lignite,United Arab Emirates,2020,3.212493,Mt
coal-lignite,United Arab Emirates,2021,4.059694,Mt
coal-lignite,United Arab Emirates,2022,1.55273,Mt
coal-lignite,United Arab Emirates,2023,1.3053641188933809,Mt
coal-lignite,United Arab Emirates,2024,1.095382654787055,Mt
coal-lignite,United Kingdom,1990,106.681,Mt
coal-lignite,United Kingdom,1991,106.09196487560344,Mt
coal-lignite,United Kingdom,1992,100.05655362792868,Mt
coal-lignite,United Kingdom,1993,87.34408470041558,Mt
coal-lignite,United Kingdom,1994,82.11848119535512,Mt
coal-lignite,United Kingdom,1995,77.21378139056121,Mt
coal-lignite,United Kingdom,1996,72.16464478870833,Mt
coal-lignite,United Kingdom,1997,63.517862348772674,Mt
coal-lignite,United Kingdom,1998,63.59337092771819,Mt
coal-lignite,United Kingdom,1999,56.51315289362721,Mt
coal-lignite,United Kingdom,2000,60.101984961789945,Mt
coal-lignite,United Kingdom,2001,63.85492121587669,Mt
coal-lignite,United Kingdom,2002,59.013664645374725,Mt
coal-lignite,United Kingdom,2003,63.7428823999366,Mt
coal-lignite,United Kingdom,2004,61.33302951141618,Mt
coal-lignite,United Kingdom,2005,62.49559597813645,Mt
coal-lignite,United Kingdom,2006,68.22854761846003,Mt
coal-lignite,United Kingdom,2007,63.82151537544499,Mt
coal-lignite,United Kingdom,2008,59.13594772145902,Mt
coal-lignite,United Kingdom,2009,48.74297396469772,Mt
coal-lignite,United Kingdom,2010,50.73364132823242,Mt
coal-lignite,United Kingdom,2011,50.53446621529882,Mt
coal-lignite,United Kingdom,2012,63.79921498199473,Mt
coal-lignite,United Kingdom,2013,60.80406561294292,Mt
coal-lignite,United Kingdom,2014,48.91466645425061,Mt
coal-lignite,United Kingdom,2015,38.53183580442117,Mt
coal-lignite,United Kingdom,2016,19.13501651689624,Mt
coal-lignite,United Kingdom,2017,15.411704655703295,Mt
coal-lignite,United Kingdom,2018,12.97409591946149,Mt
coal-lignite,United Kingdom,2019,8.83894782624415,Mt
coal-lignite,United Kingdom,2020,8.025480042578506,Mt
coal-lignite,United Kingdom,2021,8.336249717819355,Mt
coal-lignite,United Kingdom,2022,7.642661803112955,Mt
coal-lignite,United Kingdom,2023,6.540022035547851,Mt
coal-lignite,United Kingdom,2024,3.599883899806818,Mt
coal-lignite,United States,1990,819.284,Mt
coal-lignite,United States,1991,815.864,Mt
coal-lignite,United States,1992,825.695,Mt
coal-lignite,United States,1993,856.313,Mt
coal-lignite,United States,1994,862.4570000000001,Mt
coal-lignite,United States,1995,871.751,Mt
coal-lignite,United States,1996,912.817,Mt
coal-lignite,United States,1997,937.4369999999999,Mt
coal-lignite,United States,1998,944.0179999999999,Mt
coal-lignite,United States,1999,947.212,Mt
coal-lignite,United States,2000,982.8040000000001,Mt
coal-lignite,United States,2001,961.748,Mt
coal-lignite,United States,2002,970.257,Mt
coal-lignite,United States,2003,995.129,Mt
coal-lignite,United States,2004,1005.558,Mt
coal-lignite,United States,2005,1018.2029653846523,Mt
coal-lignite,United States,2006,1008.6559999999997,Mt
coal-lignite,United States,2007,1020.9910346153475,Mt
coal-lignite,United States,2008,1017.7770000000002,Mt
coal-lignite,United States,2009,904.153,Mt
coal-lignite,United States,2010,953.574,Mt
coal-lignite,United States,2011,910.229,Mt
coal-lignite,United States,2012,806.9269999999998,Mt
coal-lignite,United States,2013,837.121,Mt
coal-lignite,United States,2014,830.644,Mt
coal-lignite,United States,2015,721.973,Mt
coal-lignite,United States,2016,663.2719999999999,Mt
coal-lignite,United States,2017,650.3189999999998,Mt
coal-lignite,United States,2018,624.7912027189378,Mt
coal-lignite,United States,2019,532.9991931223622,Mt
coal-lignite,United States,2020,433.3096819022249,Mt
coal-lignite,United States,2021,494.93191340712264,Mt
coal-lignite,United States,2022,465.708,Mt
coal-lignite,United States,2023,384.78614949400185,Mt
coal-lignite,United States,2024,370.78602451108634,Mt
coal-lignite,Uzbekistan,1992,6.712,Mt
coal-lignite,Uzbekistan,1993,5.193,Mt
coal-lignite,Uzbekistan,1994,5.238,Mt
coal-lignite,Uzbekistan,1995,3.028,Mt
coal-lignite,Uzbekistan,1996,3.3970000000000002,Mt
coal-lignite,Uzbekistan,1997,2.792,Mt
coal-lignite,Uzbekistan,1998,2.92,Mt
coal-lignite,Uzbekistan,1999,2.898,Mt
coal-lignite,Uzbekistan,2000,2.507,Mt
coal-lignite,Uzbekistan,2001,2.644,Mt
coal-lignite,Uzbekistan,2002,2.669,Mt
coal-lignite,Uzbekistan,2003,1.866,Mt
coal-lignite,Uzbekistan,2004,3.296,Mt
coal-lignite,Uzbekistan,2005,3.185,Mt
coal-lignite,Uzbekistan,2006,3.4130000000000003,Mt
coal-lignite,Uzbekistan,2007,3.608,Mt
coal-lignite,Uzbekistan,2008,3.518,Mt
coal-lignite,Uzbekistan,2009,3.817,Mt
coal-lignite,Uzbekistan,2010,3.713,Mt
coal-lignite,Uzbekistan,2011,3.9050000000000002,Mt
coal-lignite,Uzbekistan,2012,3.944,Mt
coal-lignite,Uzbekistan,2013,5.717293999999999,Mt
coal-lignite,Uzbekistan,2014,5.26451939,Mt
coal-lignite,Uzbekistan,2015,4.235626,Mt
coal-lignite,Uzbekistan,2016,5.004702246,Mt
coal-lignite,Uzbekistan,2017,4.7258958,Mt
coal-lignite,Uzbekistan,2018,6.752734,Mt
coal-lignite,Uzbekistan,2019,5.6980601,Mt
coal-lignite,Uzbekistan,2020,8.004366,Mt
coal-lignite,Uzbekistan,2021,6.838308,Mt
coal-lignite,Uzbekistan,2022,8.159961000000001,Mt
coal-lignite,Uzbekistan,1990,8.94,Mt
coal-lignite,Uzbekistan,1991,9.29,Mt
coal-lignite,Uzbekistan,2023,10.770166358824005,Mt
coal-lignite,Uzbekistan,2024,12.377817100410775,Mt
coal-lignite,Vietnam,1990,3.691,Mt
coal-lignite,Vietnam,1991,4.326,Mt
coal-lignite,Vietnam,1992,4.021,Mt
coal-lignite,Vietnam,1993,3.943,Mt
coal-lignite,Vietnam,1994,4.212,Mt
coal-lignite,Vietnam,1995,4.808,Mt
coal-lignite,Vietnam,1996,5.671,Mt
coal-lignite,Vietnam,1997,8.114,Mt
coal-lignite,Vietnam,1998,8.172,Mt
coal-lignite,Vietnam,1999,7.549,Mt
coal-lignite,Vietnam,2000,7.808,Mt
coal-lignite,Vietnam,2001,8.972,Mt
coal-lignite,Vietnam,2002,9.850999999999999,Mt
coal-lignite,Vietnam,2003,10.4,Mt
coal-lignite,Vietnam,2004,13.114,Mt
coal-lignite,Vietnam,2005,14.574,Mt
coal-lignite,Vietnam,2006,15.547,Mt
coal-lignite,Vietnam,2007,16.654,Mt
coal-lignite,Vietnam,2008,20.638,Mt
coal-lignite,Vietnam,2009,22.506,Mt
coal-lignite,Vietnam,2010,27.272,Mt
coal-lignite,Vietnam,2011,30.997,Mt
coal-lignite,Vietnam,2012,28.118,Mt
coal-lignite,Vietnam,2013,30.45,Mt
coal-lignite,Vietnam,2014,32.763,Mt
coal-lignite,Vietnam,2015,38.134,Mt
coal-lignite,Vietnam,2016,38.726,Mt
coal-lignite,Vietnam,2017,38.128,Mt
coal-lignite,Vietnam,2018,71.29982142857142,Mt
coal-lignite,Vietnam,2019,96.07235714285714,Mt
coal-lignite,Vietnam,2020,101.96326785714284,Mt
coal-lignite,Vietnam,2021,99.31308014285713,Mt
coal-lignite,Vietnam,2022,95.22253533242856,Mt
coal-lignite,Vietnam,2023,118.0132986575584,Mt
coal-lignite,Vietnam,2024,130.75970519530875,Mt
oil-products,Algeria,1990,8.072358570960342,Mt
oil-products,Algeria,1991,8.484124221566699,Mt
oil-products,Algeria,1992,9.088171091445426,Mt
oil-products,Algeria,1993,8.416735496558506,Mt
oil-products,Algeria,1994,7.718124221566699,Mt
oil-products,Algeria,1995,7.424627990822681,Mt
oil-products,Algeria,1996,7.293714847590954,Mt
oil-products,Algeria,1997,7.050110455588332,Mt
oil-products,Algeria,1998,7.524063585709604,Mt
oil-products,Algeria,1999,7.922344149459193,Mt
oil-products,Algeria,2000,9.58588921665028,Mt
oil-products,Algeria,2001,8.310452966240577,Mt
oil-products,Algeria,2002,9.127279252704033,Mt
oil-products,Algeria,2003,9.451647984267453,Mt
oil-products,Algeria,2004,9.922647984267453,Mt
oil-products,Algeria,2005,10.927104228121927,Mt
oil-products,Algeria,2006,10.504,Mt
oil-products,Algeria,2007,11.656,Mt
oil-products,Algeria,2008,12.969,Mt
oil-products,Algeria,2009,14.004,Mt
oil-products,Algeria,2010,14.113,Mt
oil-products,Algeria,2011,14.83,Mt
oil-products,Algeria,2012,16.268,Mt
oil-products,Algeria,2013,17.171,Mt
oil-products,Algeria,2014,17.752,Mt
oil-products,Algeria,2015,18.215,Mt
oil-products,Algeria,2016,17.854,Mt
oil-products,Algeria,2017,17.402,Mt
oil-products,Algeria,2018,17.8082,Mt
oil-products,Algeria,2019,18.3063,Mt
oil-products,Algeria,2020,15.990850999999997,Mt
oil-products,Algeria,2021,16.194795000000003,Mt
oil-products,Algeria,2022,17.803222,Mt
oil-products,Algeria,2023,18.602860915744397,Mt
oil-products,Algeria,2024,18.00044280765639,Mt
oil-products,Argentina,1990,19.5684964,Mt
oil-products,Argentina,1991,18.8517136,Mt
oil-products,Argentina,1992,20.814935300000002,Mt
oil-products,Argentina,1993,21.3657166,Mt
