country,year,co2-emissions,coal-lignite,electricity,natural-gas,oil-products,renewables,renewables-wind-solar,total-energy
Azerbaijan,1993,-0.41652115850363436,-0.20986862243719462,-0.4236072598718699,-0.39305828580446933,-0.2243528294302379,-0.10313948447617485,-0.07425381783133841,-0.400696125233268
Azerbaijan,1994,-0.4442514838257548,-0.20983991604109048,-0.42691780345166364,-0.40533898231592663,-0.2665923278308411,-0.17861569162665022,-0.07425381783133841,-0.416433230603885
Azerbaijan,1995,-0.4568959123125387,-0.20995474162550717,-0.43038161293792926,-0.4207596920210354,-0.2786075146175989,-0.22303984001573723,-0.07425381783133841,-0.43908353459812816
Azerbaijan,1996,-0.4650235856157643,-0.20995474162550717,-0.4294970497062912,-0.41891825848730696,-0.2918493686551265,-0.2275163404837467,-0.07425381783133841,-0.444299832364967
Azerbaijan,1997,-0.4723970418825252,-0.20995474162550717,-0.43222518284149164,-0.4273135851379326,-0.3005423292184838,-0.18675891466502212,-0.07425381783133841,-0.447993865470323
Azerbaijan,1998,-0.46849943099377417,-0.20995474162550717,-0.42361163889776915,-0.4330409984806655,-0.29107521087163735,-0.16333449446288067,-0.07425381783133841,-0.44371946132197065
Azerbaijan,1999,-0.4701743249529165,-0.20995474162550717,-0.4236028808459707,-0.4195343061418501,-0.2964619347288575,-0.2524711604275405,-0.07425381783133841,-0.44956342117002557
Azerbaijan,2000,-0.46512962860965684,-0.20995474162550717,-0.42232420528340486,-0.4228664530099385,-0.2868487059989718,-0.25531626277107067,-0.07425381783133841,-0.4474228455616459
Azerbaijan,2001,-0.47068947712159376,-0.20995474162550717,-0.4195479028633134,-0.35894754418796315,-0.3257015878708254,-0.30224444540932704,-0.07425381783133841,-0.44796201828438764
Azerbaijan,2002,-0.4728239070302168,-0.20995474162550717,-0.4225081243711712,-0.3583723630609986,-0.3292014116010838,-0.16467881743616078,-0.07425381783133841,-0.4473205875614338
Azerbaijan,2003,-0.46388158507399285,-0.20995474162550717,-0.4134785729670249,-0.35301396836281884,-0.3168310668955164,-0.1368513038673187,-0.07425381783133841,-0.4421496963412131
Azerbaijan,2004,-0.4587328152998398,-0.20995474162550717,-0.4109956652821796,-0.33354442268656403,-0.31200872912893923,-0.0994657352856493,-0.07425381783133841,-0.43740534813536325
