country,year,co2-emissions,coal-lignite,electricity,natural-gas,oil-products,total-energy
41,1992,-0.2580256030474202,0.0208877426462712,-0.2727060273855062,-0.4083441969633862,-0.0559409809016992,-0.1744741806178447
41,1993,-0.2098182643222533,0.031279458035985,-0.2421623217386,-0.3575251450489585,0.0040559973313002,-0.1611717001334902
41,1994,-0.169456052222875,0.0571152145297487,-0.2146576600657372,-0.3317578844883889,0.048037653148878,-0.1379790840660931
41,1995,-0.1260929383366693,0.0903859276144955,-0.1783248821800913,-0.3227940861406996,0.1061315014271748,-0.0886899118912762
41,1996,-0.0771607197987307,0.1491048608455994,-0.1394741644024064,-0.2903619218957803,0.151064722222104,-0.0432783261419756
41,1997,-0.0634988639533129,0.1635872376801592,-0.1193656774732891,-0.2225350751305793,0.1489357971880298,-0.0281538683317653
41,1998,-0.112507161836677,0.1111980647900273,-0.1375561510585577,-0.2093321369818258,0.0941321057805749,-0.0672201230044194
41,1999,-0.0958740201000306,0.1184607830043853,-0.1331035575242532,-0.1809597877751634,0.1186631283322933,-0.0369701420247178
41,2000,-0.0911732981128794,0.1245321857804198,-0.1047178358404718,-0.1249824041632391,0.0965190823339308,-0.0207830317432391
41,2001,-0.0643427316554391,0.1735196507322061,-0.0856349167769466,-0.0014581399974363,0.0837455321294858,0.0031186012239456
41,2002,-0.040515049684446,0.17066336431984,-0.051075206477886,0.0374864408886285,0.123727389398197,0.0408235256580597
41,2003,-0.008811024027911,0.1745530809919567,-0.0213981100564311,0.045862249197724,0.1752086674948998,0.0827046315916333
41,2004,0.0526157006492648,0.2247605677781707,0.0140063143385848,0.0558245328086127,0.2608834540697716,0.1268751393049731
41,2005,0.0443816317739043,0.2148138015280717,0.0410905895251245,0.1055944737614974,0.2418666005693586,0.1402745640636494
41,2006,0.0521147899751639,0.2207560255216374,0.0714897873173572,0.1167540855313206,0.2376893916009858,0.1325884728322302
41,2007,0.0649823818105694,0.2527205975836439,0.0934155699946417,0.1519072285751671,0.2056587467701426,0.1527429687963208
41,2008,0.0714379619468588,0.2842115141099314,0.1033647168376195,0.1830999781329267,0.1894660139352147,0.1608511822111371
41,2009,0.0971446795316875,0.2610310992558046,0.1023093715959129,0.2939568386457077,0.2013202556022186,0.2058081621185455
41,2010,0.1412814755144213,0.2808241593696379,0.1641018060594961,0.3682198585304526,0.2198193238907269,0.2631808527149219
41,2011,0.1304602623763081,0.3194342621297626,0.1613868100019933,0.309613598293696,0.3101050991994181,0.2807377022379066
41,2012,0.1844935113553852,0.3098606790290179,0.2185287189606282,0.4342528477194046,0.3516191373638644,0.3408146156689111
41,2013,0.2150929681757274,0.3307732885909144,0.2297959525992648,0.5095820570102302,0.4166706997307945,0.4076588287419992
41,2014,0.2072495669967454,0.3085114784121213,0.2493526822650832,0.511082529515355,0.4140917973599729,0.4088771294202605
41,2015,0.2317825535087367,0.3057413111880678,0.2724082536243607,0.5058625930524042,0.4282878565644585,0.4043363598571913
41,2016,0.2206420428341484,0.2864075534119013,0.3201702891069135,0.485451287397323,0.4519237629086683,0.3895442992822706
41,2017,0.2208451174584295,0.3033012818724104,0.3219613063206596,0.4266857269962722,0.4547227348407774,0.3920359995205144
41,2018,0.202973729396748,0.2447115130705771,0.333692721083637,0.4979577159027261,0.5337160150902293,0.412113105571575
41,2019,0.2249486445041823,0.2436350232166703,0.3561483615156985,0.5841527190737911,0.5356131222794358,0.411468590212136
41,2020,0.1897016002548462,0.2591221239148764,0.3716063273188933,0.4084598069349432,0.5065220113195139,0.3647581560168508
41,2021,0.1616903366006573,0.2258370576320776,0.3825801662222836,0.3867169490455967,0.4940608953779356,0.351471882886686
41,2022,0.1815124070273508,0.2626386574376387,0.4606406819013875,0.3004574869731021,0.4807852808646708,0.3259550292651881
41,2023,0.240777984399345,0.197772405617828,0.5071483645008115,0.3535092952210388,0.4815335937481827,0.3404600845135875
41,2024,0.2262022127032564,0.1812958910354572,0.5375465121933348,0.3253720329991097,0.4762554866116765,0.3228819711454113
42,1990,-0.1450982841086394,0.5716055987069479,-0.2847483486083007,-0.4840723113837535,-0.0222975140753452,-0.1758629133223965
42,1991,-0.140306132343035,0.6207653020353595,-0.273962807818576,-0.466248405790559,-0.0323776515472873,-0.1819753364130129
42,1992,-0.1249697420877265,0.648768391434989,-0.2533726280405469,-0.4570461234188762,-0.0116851453448845,-0.1661232094070522
42,1993,-0.106161589673468,0.5774904099083054,-0.2303739840179589,-0.4450868649455889,0.0431508025024805,-0.1420528885616948
42,1994,-0.1132202925213204,0.6439600700875385,-0.2208977719720944,-0.4371367990844638,0.023248579077878,-0.1468571936962757
42,1995,-0.0726314799512912,0.6668677741786756,-0.1946542697582007,-0.4015353468700688,0.0721654702017187,-0.1108836765068071
42,1996,-0.0189809944600531,0.7442315116794457,-0.1650389176019245,-0.3740676227781892,0.0932773101229542,-0.0721245156577742
42,1997,0.0059218442084803,0.8329629820374719,-0.1311978054529222,-0.3373090242141064,0.0839551989889022,-0.0500025283464578
42,1998,0.0070566575295882,0.9132691251389206,-0.105716253745489,-0.3245542375986486,0.0785845017438514,-0.0425228661362005
42,1999,0.00459159464448,0.8794242841320901,-0.0903984211500943,-0.2740758077315546,0.0732138044988006,-0.0499024485169724
42,2000,0.0778733828886522,0.9462671274606776,-0.0593336114211835,-0.2205853861964166,0.0955191326967141,-0.0047604764712933
42,2001,0.0223107800513054,0.8350872553491813,-0.0647110552253987,-0.1948984465539888,0.0649077712219203,-0.0467695384891037
42,2002,0.0531419325151588,0.7434707921826849,-0.0389623829381144,-0.1567985213506841,0.0879549975377688,-0.0194825752013796
42,2003,0.0960576083338136,0.7151232260298052,-0.0003481325589862,-0.0735198531651398,0.0779716293855574,0.0107256467607652
